loss,reconstruction_loss,vqvae_loss
4109.57373046875,7.83036470413208,4101.7431640625
1041.7044677734375,6.619720458984375,1035.0850830078125
4.569443225860596,4.427597999572754,0.14184586703777313
10.984247207641602,4.037764072418213,6.94648551940918
15.23708438873291,3.5178775787353516,11.719210624694824
10.90143871307373,2.8620848655700684,8.039353370666504
19.514568328857422,4.607345104217529,14.907225608825684
7.254784107208252,3.1176977157592773,4.137085437774658
4.653512477874756,2.560305118560791,2.093205690383911
4.421615123748779,2.1216719150543213,2.299945116043091
4.999632358551025,1.8085989952087402,3.191030979156494
4.474828243255615,1.6073267459869385,2.867501974105835
4.079151630401611,1.548133134841919,2.5310189723968506
3.6629159450531006,1.467216968536377,2.195697784423828
3.281930685043335,1.3980908393859863,1.8838396072387695
3.092972993850708,1.3351616859436035,1.7578120231628418
3.1662611961364746,1.2881884574890137,1.8780722618103027
3.6117892265319824,1.2344868183135986,2.3773038387298584
3.7213895320892334,1.194820523262024,2.5265676975250244
3.697612762451172,1.1632379293441772,2.5343737602233887
3.5540406703948975,1.1140135526657104,2.4400274753570557
3.4331610202789307,1.0852330923080444,2.3479275703430176
3.3383309841156006,1.0464777946472168,2.291855573654175
3.20172381401062,1.0258599519729614,2.1758627891540527
3.1023261547088623,1.0100879669189453,2.0922369956970215
2.9648191928863525,0.974689781665802,1.9901306629180908
2.8994314670562744,0.955539345741272,1.943894386291504
2.788926362991333,0.9408600926399231,1.848065733909607
2.72823166847229,0.9251183867454529,1.8031139373779297
2.654949188232422,0.9074491858482361,1.7475005388259888
