loss,reconstruction_loss,vqvae_loss
21.02073860168457,0.5049264430999756,20.515811920166016
16.2554874420166,0.3220513164997101,15.933433532714844
7.026796340942383,0.2899303138256073,6.736867427825928
2.903669595718384,0.23147466778755188,2.6721959114074707
1.3115636110305786,0.19548940658569336,1.116074562072754
0.678841769695282,0.17869912087917328,0.5001424551010132
0.47787484526634216,0.15735498070716858,0.32051968574523926
0.3876723051071167,0.14386607706546783,0.2438061684370041
0.3361589312553406,0.13490433990955353,0.2012544870376587
0.28799280524253845,0.12408028542995453,0.16391249001026154
0.2644771635532379,0.11673538386821747,0.14774180948734283
0.25253114104270935,0.1122201532125473,0.14031095802783966
0.24194806814193726,0.10827676951885223,0.1336713284254074
0.232748880982399,0.10444505512714386,0.12830372154712677
0.2242959886789322,0.10103172808885574,0.12326420843601227
0.21863602101802826,0.09805522114038467,0.12058068066835403
0.21436649560928345,0.09680414944887161,0.11756239831447601
0.20871655642986298,0.0933554470539093,0.11536108702421188
0.20535586774349213,0.09195006638765335,0.11340583860874176
0.20034942030906677,0.08996003866195679,0.11038936674594879
0.196660578250885,0.08796577155590057,0.10869482159614563
0.1927860528230667,0.08507344871759415,0.10771261155605316
0.18942159414291382,0.08323055505752563,0.10619111359119415
0.18696938455104828,0.08197196573019028,0.10499738901853561
0.1838705986738205,0.08063479512929916,0.10323582589626312
0.1817646473646164,0.07975227385759354,0.10201234370470047
0.17974980175495148,0.07844945788383484,0.10130038112401962
0.1774509698152542,0.07748085260391235,0.09997010976076126
0.1763031780719757,0.07692360132932663,0.09937956929206848
0.17619255185127258,0.0764208510518074,0.09977173060178757
