loss,reconstruction_loss,vqvae_loss
0.33543142676353455,0.08156513422727585,0.25386613607406616
0.12825079262256622,0.03765059635043144,0.09060022979974747
0.024144768714904785,0.019528351724147797,0.004616420716047287
0.019631383940577507,0.014308609068393707,0.005322779528796673
0.018164223060011864,0.012459171004593372,0.00570504879578948
0.017626751214265823,0.010852143168449402,0.0067746019922196865
0.018276002258062363,0.009055319242179394,0.009220673702657223
0.01875527761876583,0.008405706845223904,0.010349559597671032
0.01750504970550537,0.007876734249293804,0.009628313593566418
0.01635974645614624,0.007534547243267298,0.008825202472507954
0.015545097179710865,0.00721340999007225,0.00833168439567089
0.015066489577293396,0.007106629200279713,0.007959866896271706
0.014453585259616375,0.006865691859275103,0.007587887346744537
0.014309723861515522,0.0068051679991185665,0.007504554931074381
0.013981296680867672,0.006590758450329304,0.007390542421489954
