loss,reconstruction_loss,vqvae_loss
5.2568135261535645,0.9490349888801575,4.307778835296631
6.404355049133301,0.6554676294326782,5.748887538909912
7.204993724822998,0.4844203591346741,6.7205729484558105
2.791497230529785,0.4198894798755646,2.371607780456543
1.039103388786316,0.382440984249115,0.6566623449325562
1.184243083000183,0.3583824634552002,0.8258606195449829
0.6545248627662659,0.31351181864738464,0.341013103723526
0.5981522798538208,0.2971653938293457,0.3009869456291199
0.4838694632053375,0.2814905047416687,0.20237912237644196
0.49927330017089844,0.2689667046070099,0.2303067147731781
0.4946616590023041,0.2596890330314636,0.2349727898836136
0.5066808462142944,0.25039491057395935,0.25628581643104553
0.4796033203601837,0.24156124889850616,0.23804199695587158
0.45589563250541687,0.2342555671930313,0.22164006531238556
0.4342269003391266,0.2289198935031891,0.20530691742897034
0.42271652817726135,0.22626999020576477,0.19644656777381897
0.4074670672416687,0.2225867509841919,0.18488025665283203
0.3953407108783722,0.22028303146362305,0.1750575304031372
0.3919908404350281,0.21836954355239868,0.17362119257450104
0.38943907618522644,0.21729621291160583,0.17214299738407135
0.3835987448692322,0.21475978195667267,0.16883894801139832
0.38091912865638733,0.21413707733154297,0.16678200662136078
0.3787168860435486,0.21291093528270721,0.16580583155155182
0.379960834980011,0.21218176186084747,0.16777899861335754
0.3773469626903534,0.21137525141239166,0.16597174108028412
0.3737964332103729,0.209917813539505,0.1638786643743515
0.3749225437641144,0.20919866859912872,0.16572384536266327
0.37707647681236267,0.20953316986560822,0.16754333674907684
0.37307727336883545,0.2080661803483963,0.16501115262508392
0.3735314607620239,0.207770437002182,0.1657610386610031
