loss,reconstruction_loss,vqvae_loss
0.11155539751052856,0.08412660658359528,0.02742878906428814
0.0745927169919014,0.0725705549120903,0.0020221215672791004
0.04670269787311554,0.03902418911457062,0.007678510155528784
0.027281446382403374,0.02370462194085121,0.0035768256057053804
0.017610451206564903,0.015271265059709549,0.002339186379685998
0.014173698611557484,0.012455441057682037,0.0017182512674480677
0.012847226113080978,0.011245837435126305,0.0016013955464586616
0.012302088551223278,0.010202302597463131,0.0020997910760343075
0.012191166169941425,0.008786200545728207,0.0034049656242132187
0.011878409422934055,0.007689876947551966,0.0041885352693498135
0.011793297715485096,0.0071821738965809345,0.004611124750226736
0.011605123989284039,0.00671908725053072,0.004886035341769457
0.011470358818769455,0.0065666683949530125,0.004903693217784166
0.011340342462062836,0.006399220786988735,0.004941117949783802
0.011105234734714031,0.006156391464173794,0.004948850255459547
