loss,reconstruction_loss,vqvae_loss
0.15828311443328857,0.040969718247652054,0.11731341481208801
0.02312355674803257,0.013019606471061707,0.010103954002261162
0.016718100756406784,0.008550244383513927,0.008167857304215431
0.015927081927657127,0.0074991793371737,0.008427895605564117
0.015795908868312836,0.006930209696292877,0.008865692652761936
0.015951557084918022,0.006623181514441967,0.009328373707830906
0.01603209413588047,0.006415168289095163,0.009616926312446594
0.016169363632798195,0.006285205017775297,0.009884159080684185
0.016393646597862244,0.006361257750540972,0.010032384656369686
0.016285890713334084,0.006100413855165243,0.010185482911765575
0.016362885013222694,0.006043513771146536,0.010319373570382595
0.016625864431262016,0.0061644804663956165,0.010461377911269665
0.016413120552897453,0.005993378348648548,0.010419745929539204
0.016473382711410522,0.005936384666711092,0.010537004098296165
0.016485707834362984,0.005926675628870726,0.01055903546512127
0.016540685668587685,0.005927665624767542,0.010613027960062027
0.016504237428307533,0.005924986209720373,0.010579247027635574
0.016425805166363716,0.005786803551018238,0.010638999752700329
0.016415324062108994,0.005797936115413904,0.01061739306896925
0.016426052898168564,0.005770891904830933,0.010655156336724758
0.016392016783356667,0.00571869732812047,0.010673316195607185
0.016448643058538437,0.005783902481198311,0.010664746165275574
0.016396217048168182,0.005695222411304712,0.010700992308557034
0.01650114916265011,0.0057976264506578445,0.010703526437282562
0.01633036881685257,0.005653360392898321,0.010677010752260685
0.016327567398548126,0.005622425582259893,0.01070514228194952
0.016308249905705452,0.005631772801280022,0.01067647896707058
0.01636466570198536,0.005659444723278284,0.010705232620239258
0.016348503530025482,0.005639943294227123,0.010708563029766083
0.016281496733427048,0.0055795880034565926,0.010701912455260754
