loss,reconstruction_loss,vqvae_loss
11.819413185119629,0.783507227897644,11.035908699035645
41.3961067199707,0.5843440890312195,40.81175994873047
16.050289154052734,0.5186513066291809,15.531633377075195
4.8329176902771,0.4319484233856201,4.4009690284729
3.1412107944488525,0.42713311314582825,2.7140777111053467
1.5087462663650513,0.3350914418697357,1.173654556274414
0.9504202008247375,0.27686989307403564,0.6735501289367676
0.8306130170822144,0.25351154804229736,0.5771015882492065
0.7444376945495605,0.24248933792114258,0.5019484162330627
0.750796914100647,0.23634158074855804,0.5144553184509277
0.4877117872238159,0.22671523690223694,0.26099663972854614
0.4012179672718048,0.2126258909702301,0.1885920614004135
0.3674192428588867,0.20478005707263947,0.16263915598392487
0.3396465480327606,0.19878323376178741,0.140863299369812
0.3177884519100189,0.1928146630525589,0.12497376650571823
0.30365121364593506,0.18873712420463562,0.11491406708955765
0.2905805706977844,0.18493452668190002,0.10564607381820679
0.28354954719543457,0.18226809799671173,0.10128142684698105
0.2757507264614105,0.1782790720462799,0.09747161716222763
0.2717433571815491,0.17507176101207733,0.09667160362005234
0.2710927128791809,0.17268015444278717,0.09841250628232956
0.26699233055114746,0.16755791008472443,0.09943439811468124
0.26780879497528076,0.16194821894168854,0.10586053133010864
0.26927563548088074,0.1583101898431778,0.11096541583538055
0.26971131563186646,0.1547115296125412,0.11499977111816406
0.2670620381832123,0.15199580788612366,0.11506623774766922
0.26523199677467346,0.1502751111984253,0.11495683342218399
0.26161426305770874,0.14877095818519592,0.11284326761960983
0.25739002227783203,0.14638537168502808,0.11100465059280396
0.2523019313812256,0.14410661160945892,0.10819529742002487
