loss,reconstruction_loss,vqvae_loss
0.20196835696697235,0.050911594182252884,0.15105676651000977
0.04628656804561615,0.02423221617937088,0.02205432392656803
0.01830131560564041,0.01299305260181427,0.005308273248374462
0.015715820714831352,0.010743003338575363,0.0049728103913366795
0.015522944740951061,0.008276077918708324,0.007246867287904024
0.014795694500207901,0.007369925733655691,0.00742577388882637
0.014378014951944351,0.006975227501243353,0.007402791175991297
0.014089557342231274,0.0067693619057536125,0.007320201490074396
0.013881808146834373,0.006595264654606581,0.00728655094280839
0.013675319962203503,0.006435899063944817,0.007239421829581261
0.01346772164106369,0.006343656685203314,0.007124064955860376
0.013102000579237938,0.006169085390865803,0.00693291611969471
0.012938177213072777,0.0060808355920016766,0.006857344415038824
0.012841791845858097,0.006029130425304174,0.0068126581609249115
0.012758622877299786,0.00595879415050149,0.006799829192459583
0.012796323746442795,0.005923245567828417,0.006873077712953091
0.012832500971853733,0.005904253572225571,0.006928247399628162
0.012766173109412193,0.005776409525424242,0.006989767774939537
0.01284833624958992,0.005783201660960913,0.00706514110788703
0.012897517532110214,0.005756342317909002,0.007141174282878637
0.013012588024139404,0.0058148931711912155,0.007197695784270763
0.012950458563864231,0.005703154020011425,0.007247303146868944
0.013009193353354931,0.005709378514438868,0.007299812510609627
0.013021893799304962,0.0056699104607105255,0.007351981475949287
0.013042766600847244,0.005648424848914146,0.0073943366296589375
0.0131262531504035,0.005666008684784174,0.007460238412022591
0.013144898228347301,0.005628205835819244,0.007516690529882908
0.01315444428473711,0.005603373516350985,0.007551073562353849
0.01317443884909153,0.005592217668890953,0.00758221885189414
0.013166481629014015,0.0055537112057209015,0.007612776942551136
