loss,reconstruction_loss,vqvae_loss
0.10100916028022766,0.08451392501592636,0.01649523340165615
0.07237788289785385,0.0723736360669136,4.235716460243566e-06
0.07137840986251831,0.07137617468833923,2.234956355096074e-06
0.0707763060927391,0.07077512890100479,1.2156859838796663e-06
0.07094226777553558,0.07065309584140778,0.0002891919866669923
0.07033459842205048,0.07032927125692368,5.320565833244473e-06
0.06978117674589157,0.06977913528680801,2.080366812151624e-06
0.06976745277643204,0.06976625323295593,1.214708049701585e-06
0.06966902315616608,0.06966818869113922,8.061822427407606e-07
0.06979070603847504,0.06979013234376907,5.566451477534429e-07
0.06975888460874557,0.06975845992565155,3.954746432555112e-07
0.06972112506628036,0.06972068548202515,4.231373793572857e-07
0.0696844607591629,0.06968402862548828,4.5125142378310557e-07
0.06969670951366425,0.06969616562128067,5.200378154768259e-07
0.06968525052070618,0.06968449801206589,7.375624591077212e-07
