loss,reconstruction_loss,vqvae_loss
0.11256008595228195,0.07781271636486053,0.034747350960969925
0.03089582361280918,0.028982989490032196,0.0019128191052004695
0.019168848171830177,0.0170399472117424,0.002128897700458765
0.015109566040337086,0.012141045182943344,0.0029685217887163162
0.014092251658439636,0.01007478591054678,0.004017463885247707
0.013190384022891521,0.008216005750000477,0.004974382929503918
0.012412961572408676,0.007038152776658535,0.00537481252104044
0.011816577985882759,0.006372084841132164,0.0054444908164441586
0.011512134224176407,0.006090275011956692,0.00542186014354229
0.011401627212762833,0.005896010436117649,0.005505620036274195
0.011164072901010513,0.005685471463948488,0.005478598177433014
0.01103716529905796,0.005595177877694368,0.005441984161734581
0.010899585671722889,0.005426526069641113,0.005473059602081776
0.010836922563612461,0.00536528043448925,0.0054716384038329124
0.010746278800070286,0.005299157928675413,0.00544712832197547
